issue_date,pet_name,species,breed
2024-02-04,Zoe,Dog,German Shepherd
2024-02-04,Layla,Dog,Australian Cattle Dog
2024-02-04,Willow,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-02-04,Ilka,Dog,German Shepherd
2024-02-04,Josephine Trinity,Dog,Alaskan Malamute
2024-02-04,Fendi Karma,Dog,"Terrier, Staffordshire Bull"
2024-02-04,Kazooie,Dog,Terrier
2024-02-04,MAGGIE,Dog,"Retriever, Labrador"
2024-02-04,Juneau,Dog,"Retriever, Golden"
2024-02-04,Winnie,Dog,Australian Cattle Dog
2024-02-04,Chloe,Dog,"Retriever, Labrador"
2024-02-04,Willow,Dog,"Pointer, German Shorthaired"
2024-02-04,Barley,Dog,Australian Shepherd
2024-02-04,Patty Labelle,Dog,Pug
2024-02-04,Lulu,Dog,Pug
2024-02-04,Nyx,Dog,Border Collie
2024-02-04,Flo Dettling,Dog,Lagotto Romagnolo
2024-02-05,Peppermint,Dog,Terrier
2024-02-05,Pickles,Dog,"Bulldog, French"
2024-02-05,Skyler,Dog,"Australian Shepherd, Miniature"
2024-02-05,Raleigh Hayes Rockwell,Dog,"Terrier, Yorkshire"
2024-02-05,Emme,Dog,Doberman Pinscher
2024-02-05,Zoey Jones,Dog,"Chihuahua, Short Coat"
2024-02-05,Gigi,Dog,Shih Tzu
2024-02-05,Emma,Dog,"Retriever, Golden"
2024-02-05,Poppy,Dog,"Retriever, Labrador"
2024-02-05,Maddow,Dog,"Retriever, Labrador"
2024-02-05,Penny,Dog,"Retriever, Labrador"
2024-02-05,Cora,Dog,Mix
2024-02-05,Lilian Rose,Dog,"Retriever, Labrador"
2024-02-05,Aya,Dog,"Poodle, Standard"
2024-02-05,Elly,Dog,"Welsh Corgi, Pembroke"
2024-02-05,Puga,Dog,Belgian Tervuren
2024-02-05,Rosie,Dog,Havanese
2024-02-05,Alma,Dog,Alaskan Husky
2024-02-05,Lyra,Dog,Italian Greyhound
2024-02-05,Lola,Dog,"Poodle, Standard"
2024-02-05,Blanca,Dog,"Retriever, Golden"
2024-02-05,Juno,Dog,Border Collie
2024-02-05,Molly,Dog,Shiba Inu
2024-02-05,Poppy,Dog,"Terrier, West Highland White"
2024-02-05,Lizzie,Dog,Border Collie
2024-02-05,Harley Quinn,Dog,German Shepherd
2024-02-05,Penny,Dog,"Poodle, Standard"
2024-02-05,Iris,Dog,Boxer
2024-02-05,Beatrice,Dog,"Poodle, Standard"
2024-02-05,Eevee,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-02-05,Madeleine,Dog,"Terrier, Soft Coated Wheaten"
2024-02-05,April,Dog,Boxer
2024-02-05,Agnes Anne,Dog,Pug
2024-02-05,Rosie,Dog,Havanese
2024-02-05,Abbie Edna May,Dog,"Terrier, Russell"
2024-02-05,Etta,Dog,"Vizsla, Smooth Haired"
2024-02-05,Pippa,Dog,"Poodle, Toy"
2024-02-05,Milly,Dog,Miniature Pinscher
2024-02-05,Mitzi,Dog,"Spaniel, American Cocker"
2024-02-05,Buttercup,Dog,Retriever
2024-02-05,Stevie Ingrassia,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-02-05,Cas Padilla,Dog,"Terrier, West Highland White"
2024-02-05,Tipsy,Dog,Shih Tzu
2024-02-05,Ginny,Dog,"Retriever, Golden"
2024-02-05,Pink Winnifred Moorson,Dog,"Griffon, Wirehaired Pointing"
2024-02-05,Loretta,Dog,"Terrier, Boston"
2024-02-06,Avalon,Dog,"Retriever, Labrador"
2024-02-06,Wiggles,Dog,"Retriever, Labrador"
2024-02-06,Nyx,Dog,German Shepherd
2024-02-06,"Guapa - ""Livi""",Dog,"Retriever, Golden"
2024-02-06,Trixie,Dog,"Terrier, Border"
2024-02-06,Lula,Dog,Newfoundland
2024-02-06,Babette,Dog,"Poodle, Standard"
2024-02-06,Blue,Dog,Australian Shepherd
2024-02-06,Luce della Luna,Dog,"Poodle, Standard"
2024-02-06,Lila,Dog,"Terrier, Soft Coated Wheaten"
2024-02-06,Fern,Dog,"Retriever, Golden"
2024-02-06,SMFF,Dog,Border Collie
2024-02-06,Maisie,Dog,"Dachshund, Miniature Smooth Haired"
2024-02-06,Florecita,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2024-02-06,Regan,Dog,Terrier
2024-02-06,Cleo,Dog,"Chihuahua, Short Coat"
2024-02-06,Molly,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-02-06,Rosie,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-02-06,Polly,Dog,"Retriever, Labrador"
2024-02-06,Kauzzi,Dog,"Terrier, American Pit Bull"
2024-02-06,Luna Marie Barea Almaguer,Dog,"Retriever, Golden"
2024-02-06,Liesl,Dog,German Shepherd
2024-02-06,Latte,Dog,"Bulldog, French"
2024-02-06,Tripp (Tripple Chip),Dog,"Spaniel, Cavalier King Charles"
2024-02-06,Luna,Dog,"Poodle, Standard"
2024-02-06,Kona,Dog,"Terrier, Cairn"
2024-02-06,Clover,Dog,"Chihuahua, Short Coat"
2024-02-06,Poppy,Dog,"Terrier, Boston"
2024-02-06,Diva,Dog,"Terrier, Pit Bull"
2024-02-06,Petra,Dog,Pointer
2024-02-06,Lady,Dog,German Shepherd
2024-02-06,Tiana,Dog,"Chihuahua, Short Coat"
2024-02-06,Roosie,Dog,Bernese Mountain Dog
2024-02-06,Mocha,Dog,"Spaniel, English Springer"
2024-02-07,Cali,Dog,German Shepherd
2024-02-07,Smudge,Dog,Border Collie
2024-02-07,Zinnia,Dog,Terrier
2024-02-07,Henna-Zee,Dog,"Terrier, Staffordshire Bull"
2024-02-07,Andromeda “Andi”,Dog,"Retriever, Labrador"
2024-02-07,Sucia,Dog,Shepherd
2024-02-07,Xena,Dog,"Terrier, Staffordshire Bull"
2024-02-07,Sastrugi,Dog,Great Pyrenees
2024-02-07,Cricket,Dog,"Poodle, Miniature"
2024-02-07,Molly Ringwald Villanueva,Dog,"Terrier, Jack Russell"
2024-02-07,Kara,Dog,"Retriever, Labrador"
2024-02-07,Sirius,Dog,Shih Tzu
2024-02-07,Raz,Dog,"Welsh Corgi, Cardigan"
2024-02-07,Winnie,Dog,Bichon Frise
2024-02-07,Tala,Dog,"Australian Shepherd, Miniature"
2024-02-07,Danni,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-02-07,Moya,Dog,"Terrier, American Pit Bull"
2024-02-07,Nova,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-02-07,Fanny,Dog,"Retriever, Labrador"
2024-02-07,Sedona,Dog,"Bulldog, French"
2024-02-07,Stella,Dog,"Retriever, Labrador"
2024-02-07,Luna,Dog,Australian Shepherd
2024-02-07,Isabella,Dog,Shih Tzu
2024-02-07,Audrey,Dog,"Chihuahua, Short Coat"
2024-02-07,Timber,Dog,"Terrier, Rat"
2024-02-07,Grizzly,Dog,Mix
2024-02-08,Coco,Dog,"Terrier, Yorkshire"
2024-02-08,Lupita,Dog,"Chihuahua, Short Coat"
2024-02-08,Whisper,Dog,"Terrier, American Staffordshire"
2024-02-08,Zali,Dog,Australian Cattle Dog
2024-02-08,Luna,Dog,"Retriever, Labrador"
2024-02-08,Beatrix-Diesel,Dog,"Retriever, Labrador"
2024-02-08,Gremi Lynn Berglund,Dog,"Chihuahua, Long Coat"
2024-02-08,"Baoshi ""Best of Baos"" Berglund",Dog,Pug
2024-02-08,Myrna,Dog,German Shepherd
2024-02-08,Ramona,Dog,Pug
2024-02-08,Charlotte,Dog,"Dachshund, Miniature Smooth Haired"
2024-02-08,Seraphina,Dog,Shih Tzu
2024-02-08,Ancho,Dog,"Dachshund, Miniature Smooth Haired"
2024-02-08,Freya,Dog,Siberian Husky
2024-02-08,Paloma,Dog,Bichon Frise
2024-02-08,Leni,Dog,"Terrier, Boston"
2024-02-08,Penny,Dog,"Schnauzer, Miniature"
2024-02-08,Bacon Pancakes,Dog,German Shepherd
2024-02-08,Amy,Dog,Brittany
2024-02-08,Pepper,Dog,Shih Tzu
2024-02-08,Poppy,Dog,"Terrier, Yorkshire"
2024-02-08,Thora,Dog,Alaskan Husky
2024-02-08,Belle,Dog,Australian Shepherd
2024-02-08,Sheera,Dog,"Retriever, Labrador"
2024-02-08,Pua,Dog,"Chihuahua, Short Coat"
2024-02-08,Maddie,Dog,Greater Swiss Mountain Dog
2024-02-08,Lilly,Dog,"Spaniel, Cavalier King Charles"
2024-02-08,Dursey,Dog,"Retriever, Labrador"
2024-02-09,Thea,Dog,"Terrier, American Pit Bull"
2024-02-09,Paloma,Dog,Mix
2024-02-09,Holly,Dog,"Retriever, Golden"
2024-02-09,Olive,Dog,American Eskimo
2024-02-09,Jill,Dog,"Terrier, Jack Russell"
2024-02-09,Aussie,Dog,Border Collie
2024-02-09,Ruby,Dog,Bernese Mountain Dog
2024-02-09,Greta,Dog,"Chihuahua, Short Coat"
2024-02-09,Caledonia,Dog,Bernese Mountain Dog
2024-02-09,Curly,Dog,"Poodle, Miniature"
2024-02-09,Dandelion,Dog,Miniature Pinscher
2024-02-09,Phoebe,Dog,"Poodle, Miniature"
2024-02-09,Penelope,Dog,Samoyed
2024-02-09,Bonnie,Dog,Terrier
2024-02-09,Joy,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-02-09,Allie,Dog,"Chihuahua, Short Coat"
2024-02-09,Cleo,Dog,Basenji
2024-02-09,Molly,Dog,"Retriever, Labrador"
2024-02-09,Lily,Dog,"Chihuahua, Short Coat"
2024-02-09,Indi,Dog,"Dachshund, Miniature Smooth Haired"
2024-02-09,Luna Rosa,Dog,"Terrier, Jack Russell"
2024-02-09,Lily,Dog,Australian Cattle Dog
2024-02-09,Mochi,Dog,"Terrier, Pit Bull"
2024-02-10,Skye,Dog,"Retriever, Labrador"
2024-02-10,Chossy,Dog,"Retriever, Labrador"
2024-02-10,Mia,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-02-10,Artemis,Dog,"Retriever, Labrador"
2024-02-10,Daphne,Dog,Carolina Dog
2024-02-10,Sophia,Dog,"Chihuahua, Short Coat"
2024-02-10,Zoe,Dog,"Poodle, Miniature"
2024-02-10,Matilda,Dog,"Australian Shepherd, Miniature"
2024-02-10,Ruby,Dog,"Welsh Corgi, Pembroke"
2024-02-10,Djuna Spyder Sennott,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2024-02-10,Dottie,Dog,"Chihuahua, Short Coat"
2024-02-10,Tonks,Dog,German Shepherd
2024-02-10,Maggie,Dog,"Terrier, Border"
2024-02-10,Zacca,Dog,"Terrier, Pit Bull"
2024-02-10,Honey,Dog,Pomeranian
2024-02-10,Pepper,Dog,American Eskimo
2024-02-10,Eva,Dog,Miniature Pinscher
2024-02-10,Juno,Dog,"Retriever, Golden"
2024-02-10,Lotti,Dog,"Dachshund, Miniature Long Haired"
2024-02-10,Lady Kassandra Yu Countess of Wallingford DBE,Dog,Border Collie
2024-02-10,Zoe,Dog,"Retriever, Golden"
2024-02-10,Pfeiffer,Dog,Shepherd
2024-02-10,Sadie Mae,Dog,German Shepherd
2024-02-10,Emma,Dog,German Shepherd
2024-02-11,DuoDuo,Dog,"Bulldog, French"
2024-02-11,Bella,Dog,Papillon
2024-02-11,Cedar,Dog,Anatolian Shepherd
2024-02-11,Emmie Lou,Dog,"Terrier, American Pit Bull"
2024-02-11,Penny,Dog,Mix
2024-02-11,Maggie,Dog,Australian Cattle Dog
2024-02-11,Maddie,Dog,American Blue Heeler
2024-02-11,Hatchi,Dog,Shepherd
2024-02-11,Lulu,Dog,Siberian Husky
2024-02-11,Maisie,Dog,Siberian Husky
2024-02-11,Stevie,Dog,"Retriever, Golden"
2024-02-11,Lucy,Dog,"Chihuahua, Short Coat"
2024-02-11,Pippa,Dog,"Terrier, Border"
2024-02-11,Beatrice,Dog,"Bulldog, French"
2024-02-11,Ruby,Dog,Australian Shepherd
2024-02-11,Willow,Dog,Australian Shepherd
2024-02-11,Luna,Dog,"Retriever, Labrador"
2024-02-11,Butterfly,Dog,"Terrier, Pit Bull"
2024-02-11,Mimi,Dog,"Dachshund, Miniature Smooth Haired"
2024-02-11,Sabine,Dog,"Welsh Corgi, Pembroke"
2024-02-11,Dulce,Dog,"Chihuahua, Short Coat"
2024-02-11,RouxB,Dog,Retriever
2024-02-11,Jodi,Dog,"Retriever, Golden"
2024-02-11,Maisie,Dog,"Retriever, Golden"
2024-02-11,Remah,Dog,Basenji
2024-02-12,Stella,Dog,Old English Sheepdog
2024-02-12,Auka,Dog,Terrier
2024-02-12,Tanjoubi,Dog,"Terrier, Boston"
2024-02-12,Daisy,Dog,"Welsh Corgi, Pembroke"
2024-02-12,Foxy Brown,Dog,"Bulldog, American"
2024-02-12,Rosca,Dog,Rhodesian Ridgeback
2024-02-12,Birch,Dog,"Retriever, Golden"
2024-02-12,Chloe,Dog,Pomeranian
2024-02-12,Em,Dog,Border Collie
2024-02-12,Zarya,Dog,"Chihuahua, Long Coat"
2024-02-12,Raven,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-02-12,Koka,Dog,"Poodle, Toy"
2024-02-12,Molly,Dog,"Terrier, Staffordshire Bull"
2024-02-12,Koyah,Dog,Australian Shepherd
2024-02-12,Jazzy,Dog,"Collie, Rough"
2024-02-12,Kuini Castel-Rongcal,Dog,"Poodle, Standard"
2024-02-12,Taylor Capossela,Dog,"Retriever, Labrador"
2024-02-12,Ruby,Dog,"Retriever, Golden"
2024-02-12,Edith,Dog,Great Dane
2024-02-13,Ruby,Dog,"Chihuahua, Short Coat"
2024-02-13,Midge,Dog,"Poodle, Miniature"
2024-02-13,Fallon,Dog,Maltese
2024-02-13,Adina,Dog,"Vizsla, Smooth Haired"
2024-02-13,Poppy,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2024-02-13,Ozzy,Dog,"Chihuahua, Short Coat"
2024-02-13,Daisyy,Dog,Pomeranian
2024-02-13,Happy,Dog,"Retriever, Golden"
2024-02-13,Luna,Dog,Bichon Frise
2024-02-13,Cassie,Dog,"Retriever, Labrador"
2024-02-13,Polly 2,Dog,"Dachshund, Miniature Smooth Haired"
2024-02-13,Sadie,Dog,Terrier
2024-02-13,Gigi,Dog,"Terrier, Parson Russell"
2024-02-13,Charlie,Dog,"Terrier, Parson Russell"
2024-02-13,Chiquita,Dog,Shih Tzu
2024-02-13,Rosie,Dog,"Terrier, American Pit Bull"
2024-02-13,Pearl,Dog,"Terrier, American Hairless"
2024-02-13,Roxanne Shante,Dog,Rottweiler
2024-02-13,Ruby,Dog,"Poodle, Standard"
2024-02-13,Ruby,Dog,Bouvier des Flandres
2024-02-13,Mercedes,Dog,Cane Corso
2024-02-13,Simona,Dog,"Terrier, Jack Russell"
2024-02-13,Pipa,Dog,"Terrier, Jack Russell"
2024-02-13,Bella,Dog,"Vizsla, Smooth Haired"
2024-02-13,Frankie,Dog,Border Collie
2024-02-13,Mango,Dog,Beagle
2024-02-13,Jakes,Dog,Greyhound
2024-02-13,Oreo,Dog,Newfoundland
2024-02-14,Sophie,Dog,"Terrier, Boston"
2024-02-14,Bella,Dog,"Chihuahua, Short Coat"
2024-02-14,Petra,Dog,"Poodle, Miniature"
2024-02-14,Penny,Dog,Saint Bernard
2024-02-14,Lettie,Dog,Hound
2024-02-14,Jasmine,Dog,"Chihuahua, Short Coat"
2024-02-14,Buddha,Dog,Chow Chow
2024-02-14,Millie,Dog,Terrier
2024-02-14,Rosie,Dog,Akita
2024-02-14,Luna,Dog,"Retriever, Golden"
2024-02-14,Winnie,Dog,"Terrier, American Pit Bull"
2024-02-14,Isla,Dog,"Retriever, Labrador"
2024-02-14,Luna,Dog,Australian Shepherd
2024-02-14,Pascal,Dog,Shiba Inu
2024-02-14,Pepper Potts,Dog,"Terrier, Pit Bull"
2024-02-14,Zopa,Dog,"Retriever, Labrador"
2024-02-14,Eloise,Dog,Australian Shepherd
2024-02-14,Penny,Dog,"Bulldog, French"
2024-02-14,Mabel,Dog,Saint Bernard
2024-02-15,Lady,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-02-15,Xio,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-02-15,Sharky,Dog,Australian Kelpie
2024-02-15,Lexi,Dog,Newfoundland
2024-02-15,Medley,Dog,"Retriever, Golden"
2024-02-15,Lulu,Dog,"Terrier, Yorkshire"
2024-02-15,Sierra Nadler,Dog,"Australian Shepherd, Miniature"
2024-02-15,Molle Islands Mop'In Up The Ring,Dog,Portuguese Water Dog
2024-02-15,Ellie,Dog,Australian Shepherd
2024-02-15,Kaya,Dog,"Terrier, American Pit Bull"
2024-02-15,Juniper,Dog,"Retriever, Labrador"
2024-02-15,Lani,Dog,Bernese Mountain Dog
2024-02-15,Daisy,Dog,"Dachshund, Miniature Long Haired"
2024-02-15,Summer,Dog,Lhasa Apso
2024-02-15,Olive,Dog,"Retriever, Labrador"
2024-02-16,Fiadh,Dog,"Pointer, German Shorthaired"
2024-02-16,Evie,Dog,Havanese
2024-02-16,Millie,Dog,"Poodle, Standard"
2024-02-16,Winnie Pooper,Dog,"Poodle, Standard"
2024-02-16,Ella,Dog,Beagle
2024-02-16,Korra,Dog,Australian Kelpie
2024-02-16,Lily,Dog,"Welsh Corgi, Pembroke"
2024-02-16,Gordita,Dog,"Welsh Corgi, Pembroke"
2024-02-16,Maisie,Dog,"Retriever, Labrador"
2024-02-16,Layla,Dog,Australian Shepherd
2024-02-16,Sasha,Dog,Samoyed
2024-02-16,Harley,Dog,"Chihuahua, Short Coat"
2024-02-16,Claudia,Dog,"Australian Shepherd, Miniature"
2024-02-16,Mabel,Dog,"Retriever, Labrador"
2024-02-17,Frankie,Dog,"Poodle, Miniature"
2024-02-17,Tundra,Dog,Siberian Husky
2024-02-17,Everest,Dog,Bernese Mountain Dog
2024-02-17,Missy,Dog,"Bulldog, French"
2024-02-17,Mari,Dog,Border Collie
2024-02-17,Maple,Dog,Beagle
2024-02-17,Ruby,Dog,German Shepherd
2024-02-17,Dorothy Barker,Dog,"Terrier, Rat"
2024-02-17,Joan of Bark,Dog,"Schnauzer, Miniature"
2024-02-17,Melanie,Dog,"Terrier, Pit Bull"
2024-02-17,Snow,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-02-17,Joan,Dog,German Shepherd
2024-02-17,Nola,Dog,Lacy
2024-02-18,Cleo,Dog,"Welsh Corgi, Pembroke"
2024-02-18,Gogo,Dog,Siberian Husky
2024-02-18,Bean,Dog,"Chihuahua, Short Coat"
2024-02-18,Ethel,Dog,"Chihuahua, Short Coat"
2024-02-18,Sandy,Dog,"Terrier, Fox, Wire"
2024-02-18,Leto,Dog,Samoyed
2024-02-18,Dottie,Dog,"Setter, English"
2024-02-18,Aria,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-02-18,Gracie,Dog,German Shepherd
2024-02-18,Ahsoka,Dog,Retriever
2024-02-18,Zoey,Dog,"Spaniel, English Springer"
2024-02-18,Bella,Dog,Shih Tzu
2024-02-19,Luna,Dog,"Spaniel, English Springer"
2024-02-19,Luna,Dog,"Spaniel, Cavalier King Charles"
2024-02-19,Pickles,Dog,"Chihuahua, Short Coat"
2024-02-19,Georgie,Dog,"Retriever, Golden"
2024-02-19,Callie,Dog,Border Collie
2024-02-19,Raven,Dog,Weimaraner
2024-02-19,Nylah,Dog,"Terrier, Staffordshire Bull"
2024-02-19,Juniper,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-02-19,Jolene,Dog,Terrier
2024-02-19,Pooka,Dog,Irish Wolfhound
2024-02-19,Penny,Dog,"Poodle, Standard"
2024-02-19,Ella,Dog,Australian Cattle Dog
2024-02-19,Charlie,Dog,Mix
2024-02-19,Sadie Hope Stephenson,Dog,"Retriever, Labrador"
2024-02-19,Perla,Dog,Pointer
2024-02-19,Snow,Dog,Boxer
2024-02-19,Phoebe,Dog,"Retriever, Golden"
2024-02-20,Lucy,Dog,Retriever
2024-02-20,Julep,Dog,"Terrier, Soft Coated Wheaten"
2024-02-20,Molly,Dog,Siberian Husky
2024-02-20,Armae,Dog,Maltese
2024-02-20,Lilly,Dog,Border Collie
2024-02-20,Luna,Dog,"Poodle, Miniature"
2024-02-20,Rooney,Dog,"Retriever, Golden"
2024-02-20,Luna,Dog,Mix
2024-02-20,Chloe,Dog,Spaniel
2024-02-20,Kiwi,Dog,"Retriever, Labrador"
2024-02-20,Pokie,Dog,"Retriever, Labrador"
2024-02-20,Poppy,Dog,"Terrier, American Pit Bull"
2024-02-20,Maple,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-02-20,Penny Jade Amer,Dog,Beagle
2024-02-21,Pretti *NO ADOPTION FEE!*,Dog,Australian Shepherd
2024-02-21,Emma,Dog,"Spaniel, Cavalier King Charles"
2024-02-21,Luna,Dog,"Retriever, Labrador"
2024-02-21,Arianna,Dog,"Terrier, Rat"
2024-02-21,Sheba,Dog,German Shepherd
2024-02-21,Coffee,Dog,"Retriever, Golden"
2024-02-21,Zoey,Dog,Pomeranian
2024-02-21,Birdy,Dog,"Retriever, Labrador"
2024-02-21,Tetley,Dog,"Spaniel, English Springer"
2024-02-21,Pika,Dog,Retriever
2024-02-21,Beso,Dog,German Shepherd
2024-02-21,Laika,Dog,Retriever
2024-02-21,Ouzo,Dog,Bernese Mountain Dog
2024-02-21,Niffy,Dog,"Retriever, Labrador"
2024-02-21,Eve,Dog,Mix
2024-02-21,Stella,Dog,"Terrier, American Staffordshire"
2024-02-21,Kira,Dog,"Terrier, American Pit Bull"
2024-02-21,Soleil,Dog,"Spaniel, American Cocker"
2024-02-21,Hera,Dog,Korean Jindo
2024-02-21,Myrna,Dog,Keeshond
2024-02-21,Xena Wiener Princess,Dog,"Dachshund, Miniature Long Haired"
2024-02-21,Xena Wiener Princess,Dog,"Dachshund, Miniature Long Haired"
2024-02-21,Katie,Dog,"Dachshund, Miniature Smooth Haired"
2024-02-21,Kimmi,Dog,"Retriever, Labrador"
2024-02-21,Yummi,Dog,"Welsh Corgi, Pembroke"
2024-02-21,Goldy,Dog,"Terrier, Jack Russell"
2024-02-21,Sara Jr Suga,Dog,"Schnauzer, Miniature"
2024-02-21,Abby,Dog,"Retriever, Golden"
2024-02-21,Xiomara,Dog,Rhodesian Ridgeback
2024-02-21,Podkayne,Dog,Portuguese Podengo
2024-02-21,Whiskey,Dog,"Terrier, Soft Coated Wheaten"
2024-02-21,Riot,Dog,Boxer
2024-02-21,Nova,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-02-21,Emmie,Dog,Beagle
2024-02-21,Britta,Dog,Doberman Pinscher
2024-02-21,Emmy,Dog,"Retriever, Labrador"
2024-02-21,Poppy,Dog,"Retriever, Golden"
2024-02-21,Daisy,Dog,Coton de Tulear
2024-02-21,Mikan,Dog,"Terrier, Cairn"
2024-02-21,Jetta,Dog,German Shepherd
2024-02-21,Rosie,Dog,"Terrier, Soft Coated Wheaten"
2024-02-21,Mozzarella,Dog,Retriever
2024-02-21,Pearl,Dog,Siberian Husky
2024-02-22,Leah,Dog,Australian Cattle Dog
2024-02-22,Zeva,Dog,"Welsh Corgi, Cardigan"
2024-02-22,Loki,Dog,Terrier
2024-02-22,Zoe,Dog,"Terrier, Boston"
2024-02-22,Audrey,Dog,"Terrier, American Pit Bull"
2024-02-22,Libby,Dog,"Dachshund, Standard Smooth Haired"
2024-02-22,Kiera,Dog,Mix
2024-02-22,Nova,Dog,"Retriever, Labrador"
2024-02-22,Nova,Dog,"Bulldog, American"
2024-02-22,Winnie,Dog,"Schnauzer, Miniature"
2024-02-22,Juno,Dog,Hound
2024-02-22,Penny,Dog,Shetland Sheepdog
2024-02-22,Daisy,Dog,"Dachshund, Standard Smooth Haired"
2024-02-22,Ivy,Dog,German Shepherd
2024-02-22,Erin,Dog,"Terrier, Norwich"
2024-02-22,Rosie,Dog,"Retriever, Labrador"
2024-02-22,Daisy,Dog,"Retriever, Labrador"
2024-02-22,Daphne,Dog,Greyhound
2024-02-22,Demi,Dog,"Welsh Corgi, Pembroke"
2024-02-22,Ruby,Dog,Terrier
2024-02-22,Sunny,Dog,Saint Bernard
2024-02-22,Bethie,Dog,Miniature Pinscher
2024-02-22,Luna,Dog,Alaskan Husky
2024-02-22,Billie,Dog,Australian Cattle Dog
2024-02-22,Maple Bar,Dog,Weimaraner
2024-02-22,Carol,Dog,Border Collie
2024-02-22,Rue,Dog,"Terrier, American Pit Bull"
2024-02-22,Bailey Diaz Lievano,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2024-02-22,Ginger,Dog,"Dachshund, Standard Long Haired"
2024-02-22,Xena,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-02-22,Lakka,Dog,Norwegian Buhund
2024-02-22,Mitzi,Dog,"Poodle, Standard"
2024-02-22,Winnie,Dog,"Dachshund, Standard Smooth Haired"
2024-02-22,Kali,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-02-22,Belle,Dog,"Dachshund, Standard Smooth Haired"
2024-02-22,Tootsie,Dog,Alaskan Husky
2024-02-22,Tootsie,Dog,Alaskan Husky
2024-02-22,Lollypop,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2024-02-22,Sadie,Dog,"Terrier, Fox, Wire"
2024-02-22,Luna,Dog,Great Dane
2024-02-23,Haru,Dog,American Eskimo
2024-02-23,Lucy Pearl Montgomery,Dog,"Dachshund, Miniature Long Haired"
2024-02-23,Juno,Dog,Australian Shepherd
2024-02-23,Riley,Dog,Retriever
2024-02-23,Hoochoo,Dog,Border Collie
2024-02-23,Riley,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-02-23,Banksy,Dog,"Terrier, Yorkshire"
2024-02-23,Lilly,Dog,"Retriever, Labrador"
2024-02-23,Lily,Dog,"Chihuahua, Short Coat"
2024-02-23,Cookie,Dog,Maltese
2024-02-23,Fifi,Dog,"Terrier, Yorkshire"
2024-02-23,Coco,Dog,"Australian Shepherd, Miniature"
2024-02-23,Gigi Marie Louis Jean Bunny Rowland,Dog,"Terrier, American Pit Bull"
2024-02-23,Leela,Dog,Mix
2024-02-23,Tully,Dog,Catahoula Leopard dog
2024-02-23,Siena,Dog,"Retriever, Labrador"
2024-02-23,Lana Porter,Dog,German Shepherd
2024-02-23,Lochness,Dog,Border Collie
2024-02-23,Millie,Dog,Beagle
2024-02-23,Quivala,Dog,"Terrier, Jack Russell"
2024-02-23,Lilly,Dog,"Terrier, Yorkshire"
2024-02-23,Beatrix,Dog,Beagle
2024-02-23,Jazzy Sprinkles,Dog,Pointer
2024-02-23,Luna,Dog,Spaniel
2024-02-23,Finley Zagers,Dog,"Spaniel, English Springer"
2024-02-23,Zoe,Dog,Border Collie
2024-02-23,Skylar,Dog,German Shepherd
2024-02-23,Harlow,Dog,German Shepherd
2024-02-23,Emmie,Dog,Border Collie
2024-02-23,Roo,Dog,Border Collie
2024-02-23,Dolly,Dog,Shih Tzu
2024-02-23,Bella,Dog,"Terrier, Rat"
2024-02-23,Nola,Dog,"Terrier, Jack Russell"
2024-02-23,Zoey,Dog,"Chihuahua, Short Coat"
2024-02-23,Harper Lee,Dog,"Terrier, Tibetan"
2024-02-24,Indi,Dog,"Retriever, Flat-Coated"
2024-02-24,Fiona,Dog,"Chihuahua, Short Coat"
2024-02-24,Kyrie,Dog,"Poodle, Standard"
2024-02-24,Rosie,Dog,"Retriever, Labrador"
2024-02-24,Koda,Dog,"Schnauzer, Miniature"
2024-02-24,Pumpkin,Dog,"Poodle, Toy"
2024-02-24,Pony Girl,Dog,Australian Shepherd
2024-02-24,Petrie,Dog,"Australian Shepherd, Miniature"
